City,Category,POI,Description,Country
New York,eat,Ike & BG's Ribs,"Ike's is just a tiny little takeout joint on a desolate stretch of Genesee Street that's only open three days a week, but the Southern-style barbecue fare they dish out is so good that it'd be unthinkable to leave them out of this article. In case you couldn't figure it out from the name of this place, at Ike & BG's the name of the game is ribs — meaty, mouthwatering half- and full racks of pork ribs come slathered with a super-spicy hot barbecue sauce that ""will burn your soul"", in the words of one especially feisty reviewer. There's also dinner specials of fried or barbecued chicken, barbecue fish, steak hoagies, and more. And don't forget the mac and cheese, coleslaw, and other stick-to-your-ribs (no pun intended!) sides.",USA
New York,eat,Lee's Barbeque,"Since 1969, Lee's has been dishing out what many people call the ""best barbecue in Buffalo"" out of a old converted clapboard house in the heart of Humboldt Park. As usual with this type of cuisine, the key is the sauce, and rather than the sticky-sweet, tomato-based Kansas City- and Memphis-style sauces typical to barbecue joints around here, Lee's stands alone in Buffalo with an East Carolina-style sauce: a thin sauce with a vinegar base, spicy and sharp in flavor with no tomato at all. You can get extra sauce with your meal for $1, and be assured: you ''will'' want some. The menu is simple and straightforward, with top billing given to pork ribs and shoulder available either as a sandwich or a dinner platter with coleslaw, potato salad, or French fries on the side. Portions are huge, and though the quality of the meat is somewhat inconsistent, most of the time it's topnotch: meaty, fall-off-the-bone tender, and — most importantly — always saucy. Lee's also serves barbecued half-chicken, chicken fingers and wings, and haddock dinners that are especially popular on Fridays.",USA
New York,eat,Ms. Goodies,"The specialty that put Ms. Goodies on the map is something they call the ""junkyard dog"", which is a hard concept to wrap your head around at first — sort of a cross between a hot dog, a taco, and a fish fry, this odd concoction consists of a fried haddock filet, French fries, and coleslaw slathered with hot sauce and stuffed into a flour tortilla. But it's delicious enough to have won multiple awards at the '''Taste of Buffalo'''. But the junkyard dog is only the beginning of the story at Ms. Goodies. Breakfast and lunch is the time to come to this Bailey Avenue dive; respectively, you can indulge in delicious Southern-style chicken and waffles or a create-your-own-breakfast option with eggs, breakfast meats, potatoes, grits and more as building blocks, or avail yourself of hot-off-the-grill hot dogs, burgers and fries. As well, if you're after a soul-food take on Buffalo fish fry, Ms. Goodies stays open for dinner on Friday nights with a menu that also includes fried chicken, mac & cheese, sweet potato pie, and other downhome treats.",USA
New York,eat,Mattie's,"The two big selling points that owners Mattie and Butch Holt use to tout their Fillmore Avenue hole-in-the-wall are ""the best breakfast in Buffalo"" and ""great soul food you'll have to taste to believe"", and true to their word, those are the two things Mattie's does best. In the morning you can get eggs served with your choice of breakfast meat plus grits and home fries on the side, as well as breakfast sandwiches, pancakes and waffles, corned beef hash, and more — all whipped up skillfully and with aplomb. At lunchtime the focus shifts to hearty Southern-fried specialties like mac & cheese, fried catfish, collard greens, and some of the most delectable fried chicken you've ever tasted: the perfect combination of crispy exterior and moist, tender interior. The downside of Mattie's is the other foods on their menu — standard lunchtime fare like burgers, subs and hot dogs are just okay — as well as the prices, which are way higher than the competition. Also, while the neighborhood old-timers that congregate here are as friendly as can be, the same can't be said of the service. Folks have been known to get overcharged here, too, so beware.",USA
New York,eat,ECMC Farmers' Market at Grider,"In the midst of the ""food desert"" of the East Side, where the nearest full-service supermarket is often miles away and the poor often subsist on what they can get from the local corner bodega, fresh fruits and vegetables are, understandably, often hard to come by. From a health-care perspective, that's bad news — and that's why, in 2010, the '''Erie County Medical Center''' launched this neighborhood farmer's market aimed at helping the residents of one of Buffalo's most economically deprived neighborhoods to improve their dietary habits. Much more than just a half-dozen or so vendors of fresh produce, prepared foods, and artisanal goods, the ECMC Farmers' Market is also a place for fun and educational events with an overarching theme of promoting a healthy lifestyle — there's everything from ''tai chi'' demonstrations, to dance and cooking classes, to seed and plant giveaways for those who want to try their hand at gardening. Food trucks are on hand for those who work up an appetite browsing through the greenery.",USA
New York,drink,Buffalo Brewing Company,"Come to this artisanal nanobrewery in the Ellicott District to enjoy any of their four flagship brews on draft plus a changing selection of seasonal offerings, stay for a pretty impressive collection of artifacts from Buffalo's long and storied brewing history.",USA
New York,sleep,Moreland Guest House,"Located on a quiet residential side street in Lovejoy, the Moreland Guest House boasts inexpensive yet secure and high-quality accommodation for budget travelers. Single or double rooms are available, with complimentary satellite television and high-speed wireless Internet. The bathrooms are shared, dormitory-style, and a kitchen and common room is available. On-site parking can be had for a nominal fee, but on-street parking is free and nearly always easy to find. The Moreland Guest House enforces a minimum stay of 3 nights, and a maximum of two guests per room.",USA
New York,other,Erie County Medical Center,"The Erie County Medical Center has a history that stretches back to 1902, when the city government founded it under the name '''Buffalo Municipal Hospital''' to treat victims of a smallpox epidemic. It moved from East Ferry Street to its current location ten years later, kicking off a vigorous campaign of expansion under the leadership of Dr. Edward Meyer, and took on its present name after its operations were taken over by Erie County in the 1970s. Today, ECMC is the largest single hospital in Buffalo, with 602 inpatient beds, and is an important teaching facility for '''UB Medical School''', with many faculty members doubling as doctors and other caregivers. ECMC is Western New York's designated treatment center for trauma care and HIV/AIDS treatment, and is also renowned for its specialization in transplantation, burn care, mental health services, and rehabilitation.",USA
New York,other,Sisters of Charity Hospital,"Buffalo's first hospital, Sisters of Charity was founded in 1848 by Bishop John Timon: one of many charitable institutions he put in place for the benefit of Buffalo's Catholic community, which at the time consisted mostly of the desperately poor Irish immigrants of the First Ward. The hospital was run at first by a staff of nuns from the Sisters of Charity (hence its name) and moved to its current location in Fillmore-Leroy in 1876. In the present day, Sisters is the flagship facility of '''Catholic Health System of Buffalo''', with 586 beds between its main location and its branch hospital in Cheektowaga. It provides a wide range of medical and surgical care but is particularly well-known as an excellent maternity hospital.",USA
New York,other,Jim Bell Cleaners,Dry cleaning and shirt laundering.,USA
New York,other,Lake Effect Laundromat,They also do dry cleaning.,USA
New York,other,Delavan Village Laundry,They also do dry cleaning.,USA
New York,other,Antioch Missionary Baptist Church,"Pastor William Bunton is the minister of this congregation whose rousing services provide a warm, loving, and welcoming environment for all. Services are held in the huge, copper-topped former home of ''' St. Mary Magdalene Catholic Church''' on Fillmore Avenue in Humboldt Park, which you can read more about in Wikivoyage's '''Historic Churches of Buffalo's East Side''' itinerary.",USA
New York,other,Bethel AME Church,"Founded in 1831, Bethel AME Church is the oldest black religious congregation in Buffalo, predating '''Michigan Street Baptist Church''' by six years. Like its counterpart, Bethel's original home on Vine Alley once served as a station on the Underground Railroad. Since 1953, they've worshiped in the former '''Presbyterian Church of the Covenant''' in Cold Spring, a Gothic-style building erected in 1903. Bethel's pastor, the Rev. Richard Stenhouse, not only leads electrifying services but is also a powerful force in the improvement of the lives of his flock and the community at large — through the church, '''Bethel Head Start''' provides quality preschool education to disadvantaged Buffalo children, '''Bethel Community Development Corporation''' has built several dozen new single-family homes around Cold Spring for struggling families, and there's even a community credit union.",USA
New York,other,Bethesda World Harvest International Church,"An unmistakable beacon in Midtown with its metallic modernist facade and huge animated LED sign flashing onto Main Street, Bethesda World Harvest International Church's history is anything but recent: its roots stretch back to the 1930s, when Elva and Richard White, a husband-and-wife team of traveling revivalist preachers, settled down in Buffalo and founded what was at first known as the Bethesda Revival Center. These days, it's not only a church in its own right where Bishop Michael Badger leads services every Sunday morning, but also the headquarters of the '''Bethesda Fellowship of Churches''', a nationwide network of religious communities specializing in humanitarian and missionary work in Africa.",USA
New York,other,Durham Memorial AME Zion Church,"The dispute facing Bethel AME Church at the turn of the century — whether they should continue meeting in the traditional heart of Buffalo's black community, or move away from what had since become a seedy red-light district — was so controversial that it ended up splitting the congregation in half, giving birth in 1901 to what was first called '''St. Luke's AME Zion Church''' and later renamed in honor of their longtime Pastor, Rev. Henry Durham, after his death. Their current church building, a charming little brick Gothic church in the Ellicott District, was erected in 1920 and is now listed on the National Register of Historic Places — and it still packs them in every Sunday morning to hear Pastor George Woodruff preach.",USA
New York,other,Emmanuel Temple Seventh-Day Adventist Church,"Emmanuel Temple Seventh Day Adventist Church is a vibrant congregation that welcomes newcomers and visitors with open arms to their beautiful Saturday-morning services with a positive and inspirational message that carries them through their week. They've been doing their thing since 1958 in the former home of '''St. Stephen's Evangelical Church''' in the western reaches of Broadway-Fillmore — a medium-sized, red-brick Gothic building erected in 1911 whose steeple still contains its original Howard clock and three bells cast by the '''Kimberly & Meneelee''' Company of Troy, New York.",USA
New York,other,Elim Christian Fellowship,"The Rev. Dr. T. Anthony Bronner is a Philadelphia native who first cut his teeth in the local faith community as pastor of '''Calvary Baptist Church''' in Humboldt Park. In 1999, he struck out on his own to found this huge, vibrant congregation, expanding to Rochester with its identically-named sister church three years later. Elim is truly a church for the 21st Century — it meets in a huge, warehouse-like building tucked away on a side street in Fillmore-Leroy, engaging a tech-savvy audience with modern-style services live-streamed over the Internet that feature sermons reposted weekly on social media. As well, this is a congregation that truly goes the extra mile in making folks feel welcomed and like a member of the family, whether they're regular attendees or first-timers.",USA
New York,other,Faith Missionary Baptist Church,"The friendly community of Faith Missionary Baptist Church has been led since 1981 by Pastor James R. Banks, who is much more than just a minister: this pillar of the local community has not only ably stewarded his congregation, expanding and modernizing his church campus, but has also partnered with local not-for-profits and the city and county governments to establish educational, housing, and community service programs to benefit all residents of the East Side. His church on Humboldt Parkway is the site of frequent fellowship meetings, potluck dinners, and other events to engage his flock and others far beyond Sunday mornings. The red neon cross that lights up Humboldt Parkway from the entrance may be unmistakably Christian, but the building that houses Faith Baptist started out as the nucleus of the early-20th Century Hamlin Park Jewish community: this was where '''Temple Beth David''' met until 1955. It's a handsome, beige brick building erected in 1924 in a style that mixes the Neoclassical with the Georgian Revival: the baskethandle arches atop the stained glass windows on the sides testify to the former, while the latter is represented by a huge Palladian stained-glass window above the entrance that still boasts a proud Star of David in white and blue.",USA
New York,other,Fellowship World Church,"This dynamic congregation is led by Pastor John Young, a veteran leader of a number of black churches who styles himself ""The Comeback Kid"". After selling their building in Midtown — a facility most famous for housing the WKBW television studios for the first couple of decades of the station's existence — Fellowship World found its new home in Humboldt Park, at the handsome brick Gothic edifice built in 1895 for the '''Emmanuel Evangelical Reformed Church'''. However, the same as before, in addition to church services and a myriad of community programs Fellowship Christian Center also operates the Totally Gospel Radio Network, which broadcasts locally on WFWO 89.7 FM.",USA
New York,other,Friendship Missionary Baptist Church,"Friendship Missionary Baptist Church is a neighborhood institution that's been going strong for over a century: it has been housed in three separate buildings since its establishment in 1913, but true to the neighborhood that nurtured it, all of those buildings have been located on or near Clinton Street in the Ellicott District. Almost as storied as the history of the church itself is the history of the welfare institutions it's sponsored for the local area: from the community grocery store it ran in the Depression years to its status as the first black church in Buffalo to evangelize over the radio airwaves beginning in the 1940s, and right through today with the community educational initiatives, food banks, and other programs maintained by Reverend Edward Jackson. But of course, the Sunday morning services, where longtime members as well as visitors are welcome to a seat at the table, remain the heart and soul of Friendship Baptist — they take place in a brick building dating from 1954 that, like the congregation itself, blends tradition with modernity.",USA
New York,other,Macedonia Baptist Church,"Macedonia Baptist Church's twin emphases are inclusivity and evangelism. Here, visitors and new members are not so much welcomed with open arms as infused with a sensation of suddenly finding one's long-lost family, which dovetails nicely with their goal of spreading the good news of their faith by engaging with the community in myriad different ways, at services as well as with scholarship programs, food drives, and other community betterment efforts. Pastor Herman Alston is the one who carries on the church's long tradition: founded in 1921, it bounced around various locations around the area (including most notably a spell in the 1970s, '80s and '90s at the historic '''Michigan Street Baptist Church''') before landing in the old '''Masten Park Baptist Church''' on East North Street in the Fruit Belt: a simple yet striking English Gothic building erected in 1932 using local limestone.",USA
New York,other,Mount Moriah Missionary Baptist Church,"Mount Moriah's new pastor, Jeffrey Chambers, may have only been at the pulpit since 2015, but already he's making his mark — a true man of the people, he's the living embodiment of its identity as a ""Bible-believing, Bible-teaching, Bible-preaching Baptist church where all are welcomes and embraced in Godly love"" — engaged, outgoing, and on friendly terms with the regulars in his congregation. The place to be on Sunday mornings is the former '''Concordia Lutheran Church''' on Northampton Street in Cold Spring, an ample-sized, red-brick Gothic church built in 1903 to a design by local architect Jacob Oberkircher.",USA
New York,other,Pleasant Grove Missionary Baptist Church,"Pastor Joe Fisher is the man of the hour ever Sunday morning at this pleasant, homey church in the Ellicott District. Pleasant Grove Baptist Church's history can be traced back to 1918, but its present building is relatively newer: erected in 1977 from a design by Wallace Moll, one of the biggest names in the unsung late-20th Century Buffalo architectural community, Pleasant Grove's interior is brightly lit and centered on a modern-style, cross-shaped stained glass window above the altar.",USA
New York,other,St. John Baptist Church,"Affiliated with the American Baptist Convention, St. John's is a congregation whose humble roots — the first service was helmed by Rev. Burnie McCarley in a tiny storefront in Broadway-Fillmore and attended by a congregation that numbered four — belie its modern-day status as a true mover and shaker among Buffalo's African-American faith community. As much a community service organization as a religious community, St. John's 45-acre (18 ha) campus on the west edge of the Fruit Belt comprises not only the church itself — a colorful, brightly-lit, modern structure that's a well-known landmark in the blocks east of downtown — but also '''McCarley Gardens''', a development of 150 affordable townhouses that's about as well-kept and safe as public housing in Buffalo gets, '''St. John Tower''', a nine-story senior citizens' apartment complex, and the '''Rev. Dr. Bennett W. Smith Family Life Center''', a large facility that hosts recreational and educational events open to the community.",USA
New York,other,True Bethel Baptist Church,"Without question, True Bethel Baptist Church is the preeminent African-American religious congregation in Buffalo — and without question, its pastor, the Rev. Darius Pridgen, is the city's most powerful black preacher, serving also as a philanthropist (the church operates numerous charities including a food pantry, thrift shop, emergency housing service, and vocational rehabilitation for the homeless), preservationist (his financial backing was instrumental in the recently-completed restoration of the old '''Michigan Street Baptist Church'''), forceful mouthpiece for the African-American community in Buffalo, and, since 2011, in the city government as president of the Buffalo Common Council. True Bethel is actually three churches in one, with two locations in Buffalo and one in Niagara Falls, but it's the East Ferry Street location that's the biggest — a huge megachurch the size of a Walmart, with an attached '''Subway''' sandwich shop and room for almost five thousand worshippers, the massive scale of this place is a perfect reflection of the outsize stature of its head honcho. The three services held here every Sunday are energetic, empowering, and speak to the contemporary concerns of modern-day African-Americans and Christians in general. And don't worry if you can't make it down for one of them — you can also listen to services live on the radio on '''WUFO''' 1080 AM, or watch them on Time Warner Cable channel 20 or streaming on the Web.",USA
New York,other,Blessed Trinity RC Church,"Located in the heart of Fillmore-Leroy since 1907, Blessed Trinity's congregation worships in an exquisite brown-brick building: its architecture an imitation of the '''Cathédrale Saint-Trophine''' in Arles adapted to the style of a 12th-century Lombard cathedral, it's said to have the most plentiful terra cotta ornamentation of any church in the U.S.",USA
New York,other,Corpus Christi RC Church,"Second only to '''St. Stanislaus''' on the roster of Polonia's most prominent Catholic churches, Corpus Christi boasts a vibrant faith community, a full schedule of English- and Polish-language church services, and cultural events for the surrounding neighborhood including the annual '''Dożynki''' harvest festival held in August.",USA
New York,other,St. Bernard RC Church,"The traditional church of Kaisertown's German community, St. Bernard's history dates back to 1907, before which time the newcomers had to either worship with their Polish rivals at '''St. Casimir's''' or make the long trek across the railroad tracks to '''St. Agnes''' in Lovejoy. More recently, the church successfully fought off an attempt by the Diocese to merge it with '''Our Lady of Czestochowa''' in Cheektowaga, and this understated English Gothic-style building erected in 1953 remains today the home of a congregation that's on the small side, but vital and welcoming to all.",USA
New York,other,St. Casimir Oratory,"St. Casimir is no longer a full-fledged parish: in 2011, its congregation was merged with '''Our Lady of Czestochowa''' in Cheektowaga and the building became an '''oratory''', or a secondary worship space used by its parent church for special-event Masses, weddings, funerals, and other functions. However, as oratories go, St. Casimir's is an unusually active one: this exquisite Byzantine Revival building in polychromatic terra cotta hosts six Masses a week as well as a full slate of community events and services (including a raucous '''Dyngus Day''' shindig) that preserve its status as the nexus of Kaisertown's Polish community.",USA
New York,other,SS. Columba & Brigid RC Church,"The story of this proud congregation is the story of the historic linchpin churches of two adjacent but very different neighborhoods: '''St. Brigid's''', founded in 1853 as the ""mother church"" of the Irish immigrant community of South Buffalo and located for years on Louisiana Street in the Old First Ward, and '''St. Columba''', which served the Italians of the Ellicott District beginning in 1888 and was famous for years as the site of the '''Printers' Mass''', an extra-late service at 1:30AM on Sunday nights held especially for the newspaper printers whose shifts ended just before that hour. The two churches merged in 1968 after St. Brigid's was destroyed by fire, and today SS. Columba and Brigid is a friendly and welcoming Near East Side church with a congregation that draws heavily from the newly minted Hispanic quarter of the Ellicott District, and which strives to use its ""contagious Christianity"" as a positive force in the lives of all who enter.",USA
New York,other,St. John Kanty RC Church,"St. John Kanty has been anchoring the eastern part of Broadway-Fillmore since 1890, when Bishop Stephen Ryan had had enough of hearing about parishioners of '''St. Stanislaus''' killed on their walk to church while crossing the dangerous '''New York Central Railroad''' tracks that divided the neighborhood. Despite the fact that its building lacks the architectural majesty of many of Polonia's older churches, St. John Kanty counts a congregation that's among the East Side's most vibrant — aside from the half-dozen Masses held here each week, the church remains a powerful force in Buffalo's Polish community through its sponsorship of a bevy of community services for Catholics and non-Catholics alike. It continues to grow, too, accepting the former members of '''St. Adalbert's Basilica''' into the fold when the two churches merged in 2011.",USA
New York,other,St. Katharine Drexel RC Church,"St. Katharine Drexel is a new parish, formed in 2007 from the merger of Lovejoy's three Catholic churches: '''St. Agnes''', '''Visitation''', and '''St. Francis of Assisi'''. The new congregation meets in the former home of the latter church, a newish building in a modernized and simplified interpretation of the English Gothic style that's stood on North Ogden Street since 1959. As well, the new name of the parish is a sort of homage to its former namesake: canonized in 2000, Katharine Drexel is a new-school saint who, in turn-of-the-century Philadelphia, worked tirelessly in the spirit of St. Francis for the benefit of the urban poor and against the racial segregation and prejudice that ruled the day.",USA
New York,other,St. Lawrence RC Church,"St. Lawrence Church is located just inside the city line in Delavan-Bailey, which at the turn of the century stood out among East Side neighborhoods as an island of Italian immigrants in a sea of Germans and Poles. '''St. Gerard''', located at the intersection that gave the neighborhood its name, was their church, but as Delavan-Bailey grew in population it became too small to accommodate all the congregants. Thus St. Lawrence was founded as a mission church in 1914, graduating to the status of full-fledged parish in its own right in 1929. Today it is a small but diverse and friendly congregation that's welcoming to visitors and active in the community.",USA
New York,other,St. Martin de Porres RC Church,"From the 1990s through today, the story of the Catholic churches on the inner East Side was one of shrinking congregations and of churches closing and merging with each other. St. Martin de Porres is one of the East Side's first ""blended churches"" — a merger of '''St. Matthew''' in Genesee-Moselle, '''Our Lady of Lourdes''' in Midtown, '''St. Boniface''' in the Fruit Belt, and '''St. Benedict the Moor''' in Cold Spring — and it's unique among them in that the merger came at the request of the parishes, rather than being imposed on them by the Diocese. When the building they call home today was dedicated by Bishop Henry Mansell in 2000, it was the first new Catholic church in 50 years to be built within the city limits. Another way St. Martin de Porres is unique is as Buffalo's only majority-black Catholic church, and among the ways it tailors its ministry to the worship culture it serves is with a rousing gospel choir headed since the parish's inception by the inimitable Ella Robinson, as well as an '''African-American Catholic Gospel Music Resource and Recording Center''' slated for the Parish Center they plan to build on their Humboldt Park campus.",USA
New York,other,"St. Stanislaus, Bishop and Martyr RC Church","The most well-known and vibrant Catholic church on the East Side, this ""Mother Church of Polonia"" has stubbornly retained its status as central hub of the community in Broadway-Fillmore. St. Stan's is best known among locals as a place to celebrate Dyngus Day or trek with your old Polish grandma on Easter, Christmas and other holidays — but it's an equally magnificent experience other times of the year, when it's just you and the neighborhood regulars. For an extra dose of old-school neighborhood authenticity, go to St. Stan's Polish-language service, held at noon every Sunday.",USA
New York,other,St. Nicholas Ukrainian Catholic Church,"The seat of the Buffalo Deanery of the '''Ukrainian Catholic Church''', St. Nicholas serves a cluster of Ukrainians located in Lovejoy whose history dates back to the early 1880s. It was Reverend Iwan Zaklynskyj who was the church's founding father — in 1905, he and a group that broke away from the congregation of '''SS. Peter & Paul''' on Ideal Street after its ethnic composition shifted began meeting in a small wood-frame structure on Central Avenue. The present building, a Romanesque-style beauty in Broadway-Fillmore designed by prominent East Side architect Wladyslaw Zawadzki, dates to 1919. Today, St. Nicholas — along with the '''Dnipro Center''' on Genesee Street — is one of the twin nuclei of Buffalo's under-the-radar but vibrant Ukrainian-American community: the church plays host not only to weekly services but also fun-filled community events and, on Friday afternoons, to the '''St. Nicholas Friday Kitchen''', where ''varenyky'', ''borscht'', and other lip-smacking Ukrainian specialties are dished out for a song. St. Nicholas is also the sponsor of the ""Good Samaritan"" radio show broadcast Sunday afternoons on '''WJJL 1440 AM''', broadcasting inspirational religious programming in both Ukrainian and English.",USA
New York,other,SS. Peter & Paul Orthodox Church,"Though it was founded in 1884 as a Ukrainian congregation, SS. Peter & Paul became dominated in short order by Russians, who began immigrating to Buffalo in the 1880s and were attracted to Lovejoy due to easily available jobs on the railroads. The departure of the Ukrainians for a separate congregation in 1905 cemented SS. Peter & Paul's status as the first Russian Orthodox church on the Niagara Frontier (these days it's affiliated with the '''Orthodox Church in America'''). The congregation continued to grow throughout the 20th Century and into the 21st, accommodating an influx of refugees from the former Soviet Union, and the richly decorated Russian Byzantine-style building in which it meets today, with its unmistakable onion dome, dates to 1933. Visitors to SS. Peter & Paul today will encounter a congregation that is close-knit yet welcoming to newcomers, with uplifting services held in a mix of English and Old Slavonic.",USA
New York,other,Cleveland Hill United Methodist Church,"A small and close-knit faith community whose ethnic diversity mirrors that of the neighborhood it calls home, this church was founded in 1925 as the '''Cleveland Hill Evangelical United Brethren Church''' and has worshiped in its present building, a simple, modern-style brick and stone church in Kensington-Bailey, since 1949. Today, Pastor Holly Dale-Coty leads a congregation that is active in the community and enthusiastically welcoming of visitors and newcomers.",USA
New York,other,Grace United Church of Christ,"The church formerly known as '''Grace Reformed Church''' has been a mainstay in Delavan-Grider for over a century: the congregation still worships in its original brick Carpenter Gothic building erected in 1915. Today, Pastor Larry Jackson leads Sunday services that are friendly and imbued with a positive and uplifting message, and continues the tradition of community engagement that's been one of Grace's trademarks from the start: potluck dinners, lively choir concerts, and other events are frequent and well-attended.",USA
New York,other,Hananiah Lutheran Church,"Affiiliated with the Lutheran Church — Missouri Synod, Hananiah is a new congregation that's led by Reverend Kenyatta Cobb, who doubles as a chaplain for the Buffalo Police Department and the '''Erie County Medical Center'''. Since 2007, they've been based in the former '''A. L. Weber Furniture Store''' on Genesee Street in Humboldt Park, with services whose style blends respect for tradition with innovations that speak to modern Christians. Hananiah Lutheran Church is a small congregation, but it boasts an outsize commitment to community service — their food pantry serves the neighborhood Monday through Thursday — and an ethnically diverse makeup.",USA
New York,other,Hermon Karen Baptist Church,"Affiliated with the Karen Baptist Convention, it was in 2015 when pastor Myo Kyow moved his flock from their former home on the West Side to the erstwhile '''St. James Catholic Church''' in Kensington-Bailey: a hulking English Gothic structure designed by Karl Schmill and built in 1926 for a mixed German and Irish congregation on what was then the outskirts of Buffalo's urbanized area. As before, Hermon Karen Baptist serves as spiritual home to a growing contingent of Buffalo's Burmese immigrant community, whom Pastor Kyow and company actively engage with friendly services, a host of worthwhile events, and group meetings sponsored by a wide range of community groups.",USA
New York,other,Immanuel Lutheran Church,"Immanuel is a pint-sized congregation — over the course of its history, it's never had much more than the two or three dozen members it boasts now — so it's pretty impressive that the church has been able to hang tough in Lovejoy for over 120 years. The congregation was founded in 1894 with services held in German for the first twenty years of its history, and it moved to its current location — the former '''St. Peter's Episcopal Church''' — in 1951. Headed up today by pastor Glen Richardson, Immanuel may be a small church, but the community is friendly and welcoming to visitors. It's affiliated with the Missouri Synod of the Lutheran Church.",USA
New York,other,Lincoln Memorial United Methodist Church,"Lincoln Memorial UMC is a handsome stone church in the English Gothic style, built in 1921 for the '''Trinity Methodist Episcopal Church''' and situated in a verdant milieu in Hamlin Park. At Lincoln, not only does the congregation bend over backwards to welcome and accommodate newcomers, but Pastor George Nicholas is uncommonly talented at crafting sermons whose messages cut across all types of people and walks of life to touch all hearts. There's even a coffee hour after services.",USA
New York,other,MacAlpine Presbyterian Church,"Founded in 1920 as the '''Bailey Avenue Presbyterian Church''' and renamed six years later after the death of their founding pastor, MacAlpine has been a tried-and-true stalwart in Kensington-Bailey all throughout the changes the neighborhood has undergone over the years. Reverend Lowell Avery is a true dynamo, leading his church not only in rousing Sunday-morning services but in a full range of community programs and ministries.",USA
New York,other,Metropolitan United Methodist Church,"Much the same as '''St. Martin de Porres Catholic Church''' just on the other side of Humboldt Parkway, the story of Metropolitan UMC is one of five struggling, shrinking inner-city congregations — '''St. Andrew's''', '''Bithynia''', '''Good Shepherd''', '''Masten Community''', and '''Otterbein''' — pooling their resources and merging together to keep the flame of their faith alive in the midst of a changing neighborhood. The building, erected in 1981 on the site of the demolished '''Humboldt Square Evangelical Church''' (later temporary home to predecessor congregation Good Shepherd), is a handsome building in a modernist style; the congregation is small and tight-knit yet friendly and welcoming; the services are helmed weekly by Pastor Angela Stewart.",USA
New York,other,New Covenant United Church of Christ,"Like '''Durham Memorial AME Zion Church''', New Covenant UCC's history can be traced back to the controversy among members of '''Bethel AME Church''' over the undesirable location of their place of worship in what was then Buffalo's red-light district. Desiring to go one step beyond Durham's solution and dispense with Methodism entirely, this church was founded in 1904 and met in a converted house on Potter Street (now Nash Street) donated by one Mr. William Lloyd, hence its original name '''Lloyd's Memorial Congregational Church'''. The congregation moved to its present building in the Ellicott District in 1964 and took on its current name ten years later after merging with '''St. Peter's Evangelical Church'''. New Covenant remains a very active congregation both at Sunday services and in the community at large, with a neighborhood food pantry, an active music ministry, and frequent guest speakers and other events. The congregation is very welcoming to visitors and new members, too.",USA
New York,other,St. Philip's Episcopal Church,"Though you'd never know it from its low-key reputation, St. Philip's is one of the East Side's most historic churches: founded in 1861, it is one of the district's oldest extant congregations, and was the first (and is still the only) majority-black congregation in the Episcopal Diocese of Western New York. They worshiped for years on Goodell Street in the Fruit Belt before their building fell victim to urban renewal in 1974, and their current home is the former '''St. Clement's Episcopal Church''' in Delavan-Grider. Services at St. Philip's blend the traditionally Episcopalian with twists that speak to the African-American identity of its members — for example, there's both a traditional and a gospel choir — and St. Philip's is also the home church of the local chapter of the '''Union of Black Episcopalians'''. There are two services a week led by the dynamic Rev. Gloria Payne-Carter.",USA
New York,other,University United Methodist Church,"With a history that stretches back to 1918, the University Methodist Church has been a linchpin presence at the north end of Kensington-Bailey for far longer than most anything else in the neighborhood. Though services are still held in its original, imposing red-brick Gothic building, the church is now linked together with the nearby '''Cleveland Hill United Methodist Church''' — the two congregations share the same pastor, the Rev. Holly Dale-Coty, as well as the same outsize vitality and spirit of community engagement that belie the small size of the flock, and the same warm welcome for visitors.",USA
New York,other,CityReach Church,"In 2014, the erstwhile '''Expressway Assembly of God''' — located in Kensington-Bailey, in an old factory building just off the Eggert Road exit of the '''Kensington Expressway''', hence its name — became part of the CityReach Network, a group of several dozen churches located throughout the eastern United States whose mission is to bring the Christian message to ""unlikely people in overlooked place"". Accordingly, Pastor Lou Krutz and his cohorts foster an accepting, low-key, come-as-you-are environment in their services, with a special focus on ministering to youth and young adults: a nursery and Children's Church are available during regular Sunday services, and teens and young adults are catered to during Tuesday and Wednesday night programs, respectively. In order to represent their faith to the community in the best possible way, CityReach goes far beyond simply welcoming new members: they actively and enthusiastically encourage visitors to check out what they're all about.",USA
New York,other,Evangelical Baptist Church,"In the beginning, this was the '''First Russian-Ukrainian Baptist Church''', where a few dozen people met each week to conduct services in the Russian language. As Lovejoy changed and diversified, the church began accepting folks of other ethnicities into the fold and holding services in English; finally, in 1951, the much larger congregation moved into the striking modern building the worship in today. Despite that, the core message has remained the same: the Evangelical Baptist Church is a friendly, fundamentalist Christian congregation that's extraordinarily committed to their faith. Pastor John Carpenter leads weekly services at which all are welcome.",USA
New York,other,First Universal Christian Church,"An interdenominational, full-Gospel Christian congregation that is welcoming and open to all, at the First Universal Christian Church husband-and-wife pastor team Rob and Sue Bradbury preach services with a positive, empowering message, with a contemporary-style delivery that's not bogged down in intimidating pomp and ceremony but is laid-back, accessible, and relevant to modern-day life. The building is the former '''Magyar Reformed Church''', a charming red-brick Gothic church built in 1915 where the small Hungarian community of eastern Kaisertown worshiped for many years.",USA
